Year,Month,Day,latitude,longitude,Nationality,ShipName,ShipType,VoyageFrom,VoyageTo
1775,4,22,15.07,-25.98,BRITISH,WEAZLE,SLOOP,SIERRA LEONE,ST JAGO
1775,4,23,14.97,-25.16,BRITISH,WEAZLE,SLOOP,SIERRA LEONE,ST JAGO
1775,4,24,14.6,-24.35,BRITISH,WEAZLE,SLOOP,SIERRA LEONE,ST JAGO
1772,3,10,-7.32,102.4,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,11,-8.18,101.6,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,12,-8.77,100.73,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,13,-10.1,99.42,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,14,-10.67,98,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,15,-10.93,96.72,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,16,-11.32,95.48,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,17,-11.38,95.18,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,18,-11.7,94.77,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,19,-12.82,95.33,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,20,-13.47,95.32,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,21,-14.08,93.58,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,22,-14.88,91.52,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,23,-15.7,89.32,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,24,-16.8,87.27,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,25,-17.55,85.13,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,26,-18.08,83.15,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,27,-18.53,81.15,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,28,-18.95,79.28,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,29,-19.6,77.33,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,30,-19.92,75.73,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,3,31,-20.27,74.03,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,1,-20.32,72.37,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,2,-20.88,70.53,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,3,-21.47,67.43,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,4,-21.82,66,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,5,-22.3,63.88,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,6,-22.83,61.52,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,7,-23.78,59.5,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,8,-24.67,57.52,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,9,-24.77,56.23,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,10,-24.38,55.2,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,11,-25,54.13,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,12,-25.85,52.35,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,13,-26.8,50.37,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,14,-27.67,48.5,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,15,-28.3,46.33,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,16,-29.05,44.38,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,17,-28.95,43.87,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,18,-29.52,42.7,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,19,-30.13,41.25,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,20,-30.87,39.57,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,21,-31.42,38.47,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,22,-31.25,37.77,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,23,-31.15,36.83,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,24,-30.88,36.53,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,25,-31.93,36.38,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,26,-32.95,35.48,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,27,-33.13,35.35,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,28,-33.12,35.05,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,29,-33.68,33.8,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,4,30,-34.38,33.35,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,1,-34,32.82,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,2,-34.08,31.82,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,3,-34.27,31.62,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,4,-34.23,30.33,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,5,-34.62,28.85,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,6,-34.37,28.58,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,7,-34.32,26.92,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,8,-34.95,25.92,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,9,-35.08,26.73,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,10,-34.63,27.23,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,11,-34.2,27.9,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,12,-33.88,28.83,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,13,-32.63,30.3,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,14,-31.2,31.73,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,15,-30.25,32.53,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,16,-30.1,32.72,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,17,-29.83,32.72,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,18,-29.9,32.78,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,19,-29.57,34,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,20,-29.35,33.68,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,21,-29.27,34.58,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,22,-27.68,34.58,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,23,-27.53,34.52,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,24,-27.17,34,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,25,-26.35,34.37,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,26,-26.43,34.72,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,27,-25.73,34.37,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,5,28,-25.68,34,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,6,13,-26,32.75,DUTCH,WELGELEEGEN,,BATAVIA,BAIJ VAN DILAGOA
1772,11,14,-25.8,33.01,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,15,-25.8,33.5,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,16,-26.93,34.67,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,17,-27.1,35.45,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,18,-27.77,35.38,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,19,-29.47,34.5,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,20,-30.18,34.1,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,21,-30.9,33.7,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,22,-31.2,34.2,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,23,-31.97,32.93,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,24,-32.37,33.17,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,25,-32.2,33.17,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,26,-32.7,32.13,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,27,-33.4,30.02,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,28,-33.75,29.52,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,29,-34.75,27.67,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,11,30,-34.92,28.27,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,12,1,-34.98,28.27,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,12,2,-35.13,28.62,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,12,3,-34.75,28.78,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,12,4,-34.57,27.75,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,12,5,-34.77,26.83,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1772,12,6,-35.25,25.83,DUTCH,WELGELEEGEN,,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP
1769,7,11,49.23,-5.48,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,12,49.65,-5.87,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,13,49.1,-6.19,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,14,48.02,-6.33,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,15,47.73,-6.37,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,16,47.57,-7.11,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,17,47.03,-7.38,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,18,46.25,-7.49,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,19,45.27,-7.96,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,20,45.6,-8.3,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,21,44.6,-9.51,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,22,43.8,-10.29,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,23,42.72,-11.58,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,24,40.55,-12.59,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,25,38.1,-13.54,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,26,35.68,-13.93,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,27,33.3,-14.06,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,28,31.12,-13.79,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,29,29.68,-13.53,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,30,29.32,-13.68,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,7,31,27.33,-15.9,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,1,25.95,-17.45,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,2,24.3,-19.42,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,3,22.55,-21.32,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,4,20.77,-22.13,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,5,18.63,-22.15,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,6,17.4,-22.15,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,7,16.87,-22.12,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,8,16.1,-22.12,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,9,15.48,-21.78,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,10,14.23,-21.33,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,11,13.8,-21.09,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,12,13.2,-20.06,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,13,12.1,-19.03,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,14,11.15,-17.84,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,15,11.2,-17.52,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,16,11.13,-17.33,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,17,11.47,-17.47,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,18,9.87,-17.42,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,19,8.78,-16.71,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,20,8.43,-15.96,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,21,8.15,-14.9,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,22,7.75,-13.72,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,23,7.1,-12.65,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1769,8,24,6.47,-11.5,DUTCH,WELMEENENDE,SNAUW,MIDDELBURG,GULF OF GUINEA
1770,2,17,3.98,1.78,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,18,3.53,2.45,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,19,2.72,2.52,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,20,2,3.5,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,21,1.83,3.9,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,22,0.57,4.33,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,23,0.22,4.65,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,24,-0.95,5.23,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,25,-1.43,5.23,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,26,-1.83,4.98,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,27,-1.85,4.98,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,2,28,-2.13,3.28,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,1,-2.35,1.48,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,2,-2.18,-0.52,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,3,-2.38,-2.38,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,4,-2.83,-4.48,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,5,-3.5,-6.65,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,6,-3.98,-8.62,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,7,-3.87,-10.62,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,8,-3.6,-12.12,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,9,-3.18,-14.08,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,10,-3.12,-15.98,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,11,-3.02,-17.55,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,12,-2.65,-18.45,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,13,-2.3,-20.25,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,14,-2.3,-22.12,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,15,-2.15,-23.68,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,16,-2.02,-24.12,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,17,-1.72,-25.4,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,18,-1.05,-27.02,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,19,-0.33,-28.73,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,20,-0.67,-29.48,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,21,0,-30.15,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,22,0.3,-31.53,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,23,1.13,-33.08,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,24,1.45,-33.85,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,25,1.38,-35.65,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,26,1.58,-36.85,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,27,1.93,-38.88,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,28,2.25,-40.78,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,29,2.65,-42.82,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,30,3.07,-44.52,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,3,31,3.23,-46.28,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,4,1,3.9,-48.05,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,4,2,3.63,-49.5,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,4,3,3.9,-50.87,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,4,4,4.85,-51.77,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,4,8,5.83,-55.15,DUTCH,WELMEENENDE,SNAUW,GULF OF GUINEA,PARAMARIBO
1770,5,9,6.65,-53.58,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,10,7.87,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,11,9.58,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,12,10.92,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,13,12.7,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,14,14.8,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,15,16.48,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,16,18.47,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,17,19.4,-53.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,18,20.42,-54.03,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,19,21.68,-54.15,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,20,22.9,-54.27,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,21,24.22,-53.85,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,22,25.02,-52.97,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,23,25.9,-51.77,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,24,27.3,-50.3,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,25,28.67,-48.75,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,26,29.88,-47.57,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,27,30.5,-46.63,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,28,31.65,-44.82,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,29,32.68,-43.26,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,30,33.53,-42.79,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,5,31,34.55,-41.56,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,1,35.58,-40.16,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,2,36.4,-39.12,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,3,37.75,-37.63,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,4,38.9,-35.27,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,5,39.53,-33.75,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,6,40.07,-31.29,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,7,40.7,-29.79,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,8,41.47,-28.3,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,9,42.42,-26.31,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,10,43.82,-24.58,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,11,45.08,-23.09,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,12,46.83,-20.92,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,13,47.63,-18.58,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,14,48.57,-15.88,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,15,49.02,-13.3,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,16,49.03,-10.93,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,17,48.95,-9.41,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,18,49.23,-7.3,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1770,6,19,49.8,-5.73,DUTCH,WELMEENENDE,SNAUW,PARAMARIBO,RAMMEKENS
1773,8,8,49.88,-5.92,DUTCH,WELMEENENDE,SNAUW,NEDERLAND,GUINEA
1773,8,9,49.37,-6.96,DUTCH,WELMEENENDE,SNAUW,NEDERLAND,GUINEA
1773,8,10,48.82,-8.46,DUTCH,WELMEENENDE,SNAUW,NEDERLAND,GUINEA
1773,8,11,48.13,-8.75,DUTCH,WELMEENENDE,SNAUW,NEDERLAND,GUINEA
1773,8,12,47.78,-9.68,DUTCH,WELMEENENDE,SNAUW,NEDERLAND,GUINEA
